,created_at,original,translated
10,2020-10-13 22:04,"¡Santa Cruz está listo para el cierre de campaña! 

#PrimeroLaGente https://t.co/SrXIkwq2VW","Santa Cruz is ready for campaign closure! 

#PrimeroLaGente https://t.co/SrXIkwq2VW"
11,2020-10-13 19:19,"Faltan 5 días para hacer historia... ¡vamos por la victoria en primera vuelta! 

#PrimeroLaGente https://t.co/Dx1WIfyMBn","It's 5 days to make history... let's go for the victory in the first round! 

#PrimeroLaGente https://t.co/Dx1WIfyMBn"
12,2020-10-13 15:08,"¡Hagamos historia! 🙌

Acompáñame en vivo al gran cierre de campaña desde #SantaCruz, te espero a las 18:30 horas por mi página de Facebook. 

#PrimeroLaGente https://t.co/N3ylQo4Af5",
13,2020-10-13 00:43,"Estamos a 6 días... ¡vamos Bolivia! 
#PrimeroLaGente https://t.co/8Q4G5c5XoQ","We are 6 days away... come on Bolivia! 
#PrimeroLaGente https://t.co/8Q4G5c5XoQ"
14,2020-10-12 22:05,Felicito a la @Pol_Boliviana por la resolución del caso del secuestro de la niña Samantha. Compartimos la felicidad de la madre y hacemos votos para que no vuelvan a suceder acontecimientos tan lamentables que muestran la vulnerabidad de las niñas y niños en Bolivia.,I congratulate the @Pol_Boliviana on the resolution of the Samantha girl abduction case. We share the happiness of the mother and make vows that such regrettable events that show the violation of children in Bolivia will not happen again.
15,2020-10-12 13:38,"Este 18 de octubre tenemos una cita con la historia, con nuestro voto 🗳 podemos terminar con el fraude y la corrupción. 

Pido tu confianza para encabezar un gobierno que ponga primero a la gente. 

¡Vota por Comunidad Ciudadana! 

#PrimeroLaGente https://t.co/KGKuZu4d0s","This October 18th we have an appointment with history, with 🗳 vote we can end fraud and corruption. 

I ask for your trust to lead a government that puts people first. 

Vote for Citizen Community! 

#PrimeroLaGente https://t.co/KGKuZu4d0s"
16,2020-10-11 18:44,"¡Faltan siete días! ¡Vamos Bolivia, sí se puede! 

#PrimeroLaGente https://t.co/90BksPKmyX","Seven days to go! Come on Bolivia, you can! 

#PrimeroLaGente https://t.co/90BksPKmyX"
17,2020-10-11 16:44,"Mi compromiso es sostener e impulsar la búsqueda de una sociedad como la que soñó Adela Zamudio; un país de justicia, donde la igualdad entre hombres y mujeres sea una realidad más allá de la retórica, las leyes incumplidas y la estadística forense. #DíaDeLaMujerBoliviana https://t.co/59r2FlDYxl","My commitment is to sustain and promote the search for a society like the one dreamed of by Adela Zamudio; a country of justice, where equality between men and women is a reality beyond rhetoric, broken laws and forensic statistics. #DíaDeLaMujerBoliviana https://t.co/59r2FlDYxl"
18,2020-10-11 00:04,Faltan 8 días. #PrimeroLaGente https://t.co/XzkI8q29XM,Eight days to go. #PrimeroLaGente https://t.co/XzkI8q29XM
19,2020-10-10 19:51,"Este 18 de octubre 🗳 detengamos  juntos al fraude y la corrupción. 

Una vez que le ganemos a la pandemia, pondremos en marcha el tratamiento gratuito contra el cáncer.
#PrimeroLaGente https://t.co/6q8HM2fTix","This October 18th 🗳 stop fraud and corruption together. 

Once we beat the pandemic, we will launch free cancer treatment.
#PrimeroLaGente https://t.co/6q8HM2fTix"
20,2020-10-10 15:28,"El único pacto de impunidad es el de Arce con su jefe Evo Morales para evitar que se investiguen el fraude, la corrupción, el abuso de poder y las acusaciones que involucran a menores de edad. En nuestro gobierno los delitos de Evo Morales no quedarán sin castigo","Arce's only impunity pact with his boss Evo Morales to prevent investigations into fraud, corruption, abuse of power, and accusations involving minors. In our government, Evo Morales' crimes will not go unpunished"
21,2020-10-10 13:00,"Mi homenaje a quienes recuperaron la democracia en 1982 y la defendieron durante los 14 años del MAS. Hoy enfrentamos el desafío de sostenerla frente al riesgo del retorno del autoritarismo y el abuso de poder, apoyado por la división y el sectarismo. #DefenderLaDemocracia https://t.co/MySU1IWSNp","My tribute to those who regained democracy in 1982 and defended it during the 14 years of the MAS. Today we face the challenge of sustaining it in the face of the risk of the return of authoritarianism and abuse of power, supported by division and sectarianism. #DefenderLaDemocracia https://t.co/MySU1IWSNp"
22,2020-10-09 22:38,"Me enorgullece comunicar que, hasta el momento, @ComunidadCBo es la única organización política que ha cumplido estrictamente con la paridad de género en sus listas de candidatos y candidatas a asambleistas. #bastadefraude #bastadecorrupción","I am proud to report that, so far, @ComunidadCBo is the only political organization that has strictly complied with gender parity on its candidate lists of candidates for assemblymen. #bastadefraude #bastadecorrupción"
23,2020-10-09 22:26,"Faltan 9 días para derrotar al fraude y la corrupción.

¡Fuerza Bolivia! 
#PrimeroLaGente https://t.co/XuYzotgTSC","Fraud and corruption are 9 days away.

Bolivia Force! 
#PrimeroLaGente https://t.co/XuYzotgTSC"
24,2020-10-09 16:40,"Ayúdame a detener al fraude y la corrupción, construyamos juntos una Bolivia mejor, porque la gente está primero.  

¡Este 18 de octubre vota por Comunidad Ciudadana! 

#PrimeroLaGente https://t.co/gOqY1vO2M5","Help me stop fraud and corruption, let's build a better Bolivia together, because people come first.  

This October 18th votes for Citizen Community! 

#PrimeroLaGente https://t.co/gOqY1vO2M5"
25,2020-10-09 14:53,"La advertencia de @evoespueblo a los medios, es una amenaza intolerable.  Si Arce gana las elecciones Evo vuelve al poder y con él, la violencia, la corrupción y los abusos.  Con tu voto, no lo vamos a permitir porque con Comunidad Ciudadana, Evo sólo vuelve para rendir cuentas","The warning of @evoespueblo to the media is an intolerable threat.  If Arce wins the Evo elections, he returns to power and with him, violence, corruption, and abuse.  With your vote, we're not going to allow it because with Citizen Community, Evo just comes back to be held accountable"
26,2020-10-09 00:03,"Faltan 10 días.

 ¡Vamos Bolivia! #PrimeroLaGente https://t.co/KGowQz4egz","10 days to go.

Come on Bolivia! #PrimeroLaGente https://t.co/KGowQz4egz"
27,2020-10-08 22:39,"Falsear documentos sobre mi estado de salud es el colmo de la guerra sucia, vamos a proceder con la denuncia correspondiente. Están desesperados porque van a perder. 

¡Vamos por la victoria este 18 de octubre  🗳! 

 📸 Conferencia de prensa desde Santa Cruz. https://t.co/B66ad4nS5F","Misrepresenting documents about my state of health is the end of the dirty war, let's proceed with the corresponding complaint. They're desperate because they're going to lose. 

Let's go for the victory this October 18th 🗳! 

📸 press conference from Santa Cruz. https://t.co/B66ad4nS5F"
28,2020-10-08 19:23,Para que la infame guerra sucia quede al descubierto https://t.co/yJB5Q40Itz,So that the infamous dirty war will be exposed https://t.co/yJB5Q40Itz
29,2020-10-08 18:06,"Andan muy nerviosos porque les vamos a ganar en primera vuelta. 

Este 18 de octubre 🗳 vamos a hacer historia: derrotaremos al MAS en las urnas y construiremos una Bolivia mejor, mucho mucho mejor.

#PrimeroLaGente https://t.co/YFDd39sPcS","They're very nervous because we're going to beat them in the first round. 

This October 18th 🗳 will make history: we will defeat the MAS at the ballot box and build a better, much better Bolivia.

#PrimeroLaGente https://t.co/YFDd39sPcS"
30,2020-10-08 15:06,"No hay posibilidad de acercamiento con el MAS porque ellos no creen en la democracia. El MAS ya nos ha demostrado en 14 años lo que es, NO veo razón alguna para un acercamiento. 

Repito #NeverInTheLife https://t.co/scJ3PzBiRI","There is no possibility of rapprochement with the MAS because they do not believe in democracy. The MAS has already shown us in 14 years what it is, I see NO reason for a rapprochement. 

I repeat #NeverInTheLife https://t.co/scJ3PzBiRI"
31,2020-10-08 14:20,"La desesperación por la derrota reactiva la guerra de mentiras y distorsiones. NO voy a hacer una alianza con el MAS ni con Morales que representan lo que vamos a desechar de Bolivia: corrupción, abuso y violencia; por eso le inicié un juicio para que pague por el fraude del 2019 https://t.co/v2BMBX7zxI",
32,2020-10-08 02:11,#EnVivo por @RedUnoBolivia 👉 https://t.co/A0Ko7A9oQt https://t.co/NRABY3cKXF,#EnVivo for @RedUnoBolivia 👉 https://t.co/A0Ko7A9oQt https://t.co/NRABY3cKXF
33,2020-10-07 18:18,"Si ellos ganan, Evo vuelve. Es hora de un cambio, la evidencia muestra que solo hay un candidato capaz de detenerlos. 

Pido tu voto para terminar con la crisis de salud, la económica y con la corrupción. 

Porque la gente está primero. #PrimeroLaGente https://t.co/hupJ0Lgukm","If they win, Evo comes back. It's time for a change, the evidence shows that there's only one candidate capable of stopping them. 

I ask for your vote to end the health crisis, economic crisis and corruption. 

Because people come first. #PrimeroLaGente https://t.co/hupJ0Lgukm"
34,2020-10-07 14:37,"Este 18 de octubre pido tu voto 🗳 para terminar con el fraude y la corrupción, construyamos juntos una Bolivia mejor👍. 

#PrimeroLaGente https://t.co/KDOMK2TNN0",
35,2020-10-06 17:38,"Señor @LuisFerCamachoV:

Como usted sabe, yo asistí a dos debates presidenciales, debidamente planificados, uno de los cuáles se realizó en Santa Cruz y el otro en La Paz, cumpliendo con mi vocación democrática.

Por esta razón, declino su invitación. Un abrazo. https://t.co/2I7YQm630R","Mr. @LuisFerCamachoV:

As you know, I attended two duly planned presidential debates, one of which took place in Santa Cruz and the other in La Paz, fulfilling my democratic vocation.

For this reason, I decline your invitation. A hug. https://t.co/2I7YQm630R"
36,2020-10-06 14:47,"El 18 de octubre tenemos que elegir entre dos caminos; más despilfarro y corrupción o un gobierno abierto que ponga primero a la gente. 

Pido tu voto🙋🏻‍♂️ para construir unidos una Bolivia mejor, mucho mucho mejor. #PrimeroLaGente https://t.co/VjbGzMbfNr","On October 18th we have to choose between two paths; more waste and corruption or an open government that puts people first. 

I ask for your 🙋🏻 ♂️ to build a better, much better Bolivia together. #PrimeroLaGente https://t.co/VjbGzMbfNr"
37,2020-10-05 22:08,"En Comunidad Ciudadana tenemos un plan para salvar y crear empleos:

👉Apoyo directo a los sectores productivos
👉Créditos accesibles a microempresas 
👉En los empleos públicos se valorará el mérito y no el carnet político. 

#PrimeroLaGente https://t.co/eNDlST3yD5","At Comunidad Ciudadana we have a plan to save and create jobs:

👉Apoyo direct to the productive sectors
👉Credits accessible to micro-enterprises 
👉 Public jobs will be valued for merit and not political status. 

#PrimeroLaGente https://t.co/eNDlST3yD5"
38,2020-10-05 19:40,"#EnVivo conferencia de prensa, denunciamos hechos violento por parte del MAS en contra de @ComunidadCBo 👉 https://t.co/Drncr2S3rv https://t.co/rk4E5i7LGz","#EnVivo press conference, we denounced violent events on the part of the MAS against @ComunidadCBo 👉 https://t.co/Drncr2S3rv https://t.co/rk4E5i7LGz"
39,2020-10-04 16:22,Exigimos a @LuchoXBolivia y a @evoespueblo que detengan la violencia contra la militancia de CC y respeten las reglas de la democracia. Las autoridades y la policía deben gantizar el ejercicio de los derechos políticos de cualquier organización que participa en esta campaña,We call @LuchoXBolivia and @evoespueblo to stop the violence against CC militancy and respect the rules of democracy. Authorities and the police must guarantee the exercise of the political rights of any organization participating in this campaign
40,2020-10-04 03:00,Mi solidaridad con las familias de Trinidad por los graves efectos climáticos que dejaron mas de 30 heridos y gran destrucción. Estamos con ustedes en este momento y siempre,My solidarity with Trinidad's families for the serious climate effects left by more than 30 wounded and great destruction. We are with you right now and always
41,2020-10-04 02:53,RT @GpedrazaM: Quedó demostrado que @carlosdmesag #MesaPresidente tiene las mejores propuestas para construir una Bolivia mejor. #MesaGanaD…,RT @GpedrazaM: It was shown that @carlosdmesag #MesaPresidente has the best proposals to build a better Bolivia. #MesaGanaD...
42,2020-10-04 02:16,"¡Este video sí tiene audio!

Nunca MÁS museos para la gloria de una persona, vamos por un sistema de salud digno. 
#MesaGanaDebate #MesaPresidente https://t.co/bsse07Y2em","This video does have audio!

Never MORE museums for a person's glory, let's go for a decent health system. 
#MesaGanaDebate #MesaPresidente https://t.co/bsse07Y2em"
43,2020-10-04 01:59,"El próximo 18 de octubre decidirás tu voto y solo hay dos opciones: MÁS fraude y corrupción; o una candidatura con propuestas claras como las de @ComunidadCBo que pondrá #PrimeroALaGente.

Pido tu voto para construir una Bolivia mejor, mucho mejor.
#MesaPresidente #MesaGanaDebate https://t.co/xagA2zoXhD","On October 18th you will decide your vote and there are only two options: MORE fraud and corruption; or a candidacy with clear proposals such as those @ComunidadCBo will #PrimeroALaGente.

I ask for your vote to build a better, much better Bolivia.
#MesaPresidente #MesaGanaDebate https://t.co/xagA2zoXhD"
44,2020-10-04 01:45,"La lucha contra la corrupción es fundamental, nosotros proponemos:

✔️Un gobierno abierto
✔️Cámaras anticorrupción policial 

#MesaPresidente #MesaGanaDebate https://t.co/qkelA8Rx02","The fight against corruption is fundamental, we propose:

✔️a government
✔️ Police anti-corruption cameras 

#MesaPresidente #MesaGanaDebate https://t.co/qkelA8Rx02"
45,2020-10-04 01:04,"Mientras @LuchoXBolivia tiene que responder por casos graves como el #fondoindígena, nosotros proponemos cero tolerancia a la corrupción. 

En nuestro gobierno vamos a transparentar todos los gastos. 

#MesaPresidente #MesaGanaDebate https://t.co/etcCprhQCJ","While @LuchoXBolivia have to answer for serious cases like #fondoindígena, we propose zero tolerance for corruption. 

In our government we will transparent all expenses. 

#MesaPresidente #MesaGanaDebate https://t.co/etcCprhQCJ"
46,2020-10-04 01:00,"Tú que estás viendo el debate:
 ¿crees que estamos bien económicamente? ¿Que tenemos un buen servicio de salud? 

Ese es el falso discurso del MAS y de @LuchoXBolivia. 

#MesaPresidente #MesaGanaDebate https://t.co/7Wog6stske","You who are watching the debate:
 Do you think we're okay financially? That we have a good health service? 

That's the false discourse of mas and @LuchoXBolivia. 

#MesaPresidente #MesaGanaDebate https://t.co/7Wog6stske"
47,2020-10-04 00:56,"Repito, #NeverInTheLife he estado en contra de los bonos, esos los vamos a mantener. 

#MesaPresidente #MesaGanaDebate https://t.co/TetnxXMoJG","I repeat, #NeverInTheLife've been against bonds, we're going to keep those. 

#MesaPresidente #MesaGanaDebate https://t.co/TetnxXMoJG"
48,2020-10-04 00:52,"Nunca, jamás, he estado en contra de los bonos, esa es una mentira del MAS .

#MesaPresidente #MesaGanaDebate https://t.co/HHpFdRhXjO","I've never, ever been against bonds, that's a lie of the MAS.

#MesaPresidente #MesaGanaDebate https://t.co/HHpFdRhXjO"
49,2020-10-04 00:48,"Las y los bolivianos no pueden vivir con 100 bolivianos como dijo @LuchoXBolivia, quien se atribuye un “milagro económico” que nunca existió. 

#MesaPresidente #MesaGanaDebate https://t.co/QgXvytnuv0",
50,2020-10-04 00:44,"En el tema del empleo necesitamos: créditos a micros, pequeños y medianos empresarios; inversión a sectores productivos; y los empleos públicos deben darse por mérito y no por carnet político. 
#MesaPresidente #MesaGanaDebate https://t.co/s8lE6XPRDC","On the subject of employment we need: credits to micro, small and medium-sized entrepreneurs; investment to productive sectors; and public jobs must be given on merit and not on political status. 
#MesaPresidente #MesaGanaDebate https://t.co/s8lE6XPRDC"
51,2020-10-03 23:54,"No, no voy a renunciar. Mi compromiso es construir un gobierno que recupere y cree nuevos empleos, que termine con la corrupción y que asegure servicios de salud de calidad. 
#MesaPresidente #MesaGanaDebate https://t.co/DYDB3zRcaF","No, I'm not quitting. My commitment is to build a government that recovers and creates new jobs, that ends corruption, and that ensures quality health services. 
#MesaPresidente #MesaGanaDebate https://t.co/DYDB3zRcaF"
52,2020-10-03 23:52,"Después de 14 años de un mal gobierno, hemos heredado una triple crisis: la de salud, la económica y la corrupción. 

Vamos por un gobierno que dé soluciones y que ponga a la gente primero 
#MesaPresidente #MesaGanaDebate https://t.co/TnJ0vmf8ud","After 14 years of bad government, we have inherited a triple crisis: health, economics and corruption. 

Let's go for a government that provides solutions and puts people first 
#MesaPresidente #MesaGanaDebate https://t.co/TnJ0vmf8ud"
53,2020-10-03 23:19,¡Listos! #MesaPresidente https://t.co/7eKb7Wv3ZF,Ready! #MesaPresidente https://t.co/7eKb7Wv3ZF
54,2020-10-03 17:41,"¡Llegó la hora ⏰! ¡Nos vemos en el debate de la #FAMBolivia! 

Vamos a demostrar por qué somos la mejor opción para construir una Bolivia mucho mucho mejor. 
Los espero a las 19:30 horas por 👉 https://t.co/gLvya9DxuE https://t.co/Qot50V3amf","It's time ⏰! See you in the debate on #FAMBolivia! 

Let's show why we are the best option to build a much better Bolivia. 
I'll be waiting for you at 7:30 p.m👉 https://t.co/gLvya9DxuE https://t.co/Qot50V3amf"
55,2020-10-03 01:21,"El naranja va bien 👍 😎
#SantaCruz #PrimeroLaGente https://t.co/iYSWye9OAM","Orange's going well 👍 😎
#SantaCruz #PrimeroLaGente https://t.co/iYSWye9OAM"
56,2020-10-02 23:55,"Confío en el corazón de Santa Cruz, unidos le pondremos un alto al fraude y la corrupción. 

¡Volvamos a hacer historia!
#PrimeroLaGente https://t.co/rHBCxekItz","I trust in the heart of Santa Cruz, together we will put a stop to fraud and corruption. 

Let's make history again!
#PrimeroLaGente https://t.co/rHBCxekItz"
57,2020-10-02 20:09,"#EnVivo desde Santa Cruz 👉 https://t.co/ijp42jdoo7 
#PrimeroLaGente https://t.co/4IYf2lqQZs","#EnVivo from Santa Cruz 👉 https://t.co/ijp42jdoo7 
#PrimeroLaGente https://t.co/4IYf2lqQZs"
58,2020-10-02 18:30,"Denuncio la agresión de grupos violentos del MAS, que atacaron a nuestros militantes en Villa Pagador, Cochabamba, resultando víctimas Flora Córdoba, Mariel Galindo, Nora Flores y Jhonny Cusipuma, este último está siendo operado ahora. https://t.co/0LcyGNqC0A","I report the aggression of violent MAS groups, who attacked our militants in Villa Pagador, Cochabamba, resulting in victims Flora Córdoba, Mariel Galindo, Nora Flores and Jhonny Cusipuma, the latter is now under surgery. https://t.co/0LcyGNqC0A"
59,2020-10-02 16:37,"Pido tu voto para terminar con el fraude y la corrupción, porque la gente está primero.

 #PrimeroLaGente https://t.co/v8gW1A4ByZ","I ask for your vote to end fraud and corruption, because people come first.

#PrimeroLaGente https://t.co/v8gW1A4ByZ"
60,2020-10-02 01:12,Una vez que la vacuna del coronavirus esté lista llagará primero a los más necesitados. #PrimeroLaGente https://t.co/NMXX3d6M6x,"Once the coronavirus vaccine is ready, it will first sore those most in need. #PrimeroLaGente https://t.co/NMXX3d6M6x"
61,2020-10-01 17:00,"¡Hablemos de propuestas! #PrimeroLaGente 

Tenemos un plan de 4 puntos para vencer a la pandemia 😷 👇, además pondremos en marcha el tratamiento gratuito contra el cáncer. https://t.co/cEe3HalSnR","Let's talk about proposals! #PrimeroLaGente 

We have a 4-point plan to beat the 😷 👇 pandemic, plus we will launch free cancer treatment. https://t.co/cEe3HalSnR"
62,2020-10-01 00:11,"Estamos muy cerca 😎.  

¡Hagamos historia! Este 18 de octubre vota 🗳por Comunidad Ciudadana.  

#PrimeroLaGente https://t.co/OEymfrBLy0","We're very close 😎.  

Let's make history! On 18 October, he voted 🗳 for the Citizens' Community.  

#PrimeroLaGente https://t.co/OEymfrBLy0"
63,2020-09-30 19:54,"En aquella entrevista, Quino me regaló un pedacito de su amada Mafalda🙏. 

Se los comparto. https://t.co/wHnty8YODW","In that interview, Quino gave me a piece of his beloved Mafalda🙏. 

I share them for you. https://t.co/wHnty8YODW"
64,2020-09-30 16:58,"Se nos ha ido Quino, que iluminó con lucidez nuestra adolescencia con su inmortal Mafalda, que desde el humor puso en evidencia la injusticia y la inequidad. Mi respeto y admiración al creador 

👉https://t.co/suvEnSGgu9 https://t.co/VoFNjd2vFG","We are gone Quino, who lucidly illuminated our adolescence with his immortal Mafalda, who from humor highlighted injustice and inequity. My respect and admiration for the creator 

👉https://t.co/suvEnSGgu9 https://t.co/VoFNjd2vFG"
65,2020-09-30 12:39,"Mis sinceras condolencias por el fallecimiento de Marco Montero, jefe de prensa de red UNO, profesional íntegro y excepcional, y hombre de sólidos valores y principios, que tristemente se suma a las víctimas de la pandemia que nos asola. Paz para él.","My sincere condolences for the passing of Marco Montero, head of network press UNO, full and exceptional professional, and man of solid values and principles, who sadly joins the victims of the pandemic that plagues us. Peace for him."
66,2020-09-29 22:59,"#EnVivo conversamos con jóvenes que lastimosamente han perdido su empleo, les compartimos nuestra visión y propuesta 👉 https://t.co/ygds5QpUWC 
#PrimeroLaGente https://t.co/ORT9p8R5P9","#EnVivo we talked to young people who have pitifully lost their jobs, we share our vision and proposal 👉 https://t.co/ygds5QpUWC 
#PrimeroLaGente https://t.co/ORT9p8R5P9"
67,2020-09-29 18:55,"¡Con todo el corazón! ¡Vamos Bolivia! ¡Hagamos historia este 18 de octubre!
#PrimeroLaGente https://t.co/6n7c9msfFW","With all your heart! Come on Bolivia! Let's make history this October 18th!
#PrimeroLaGente https://t.co/6n7c9msfFW"
68,2020-09-28 19:10,"#EntrevistaRedUno 

Evo Morales debe ser juzgado y condenado por el delito de fraude electoral. Soy el único candidato que ha presentado un juicio en su contra.

#PrimeroLaGente https://t.co/vcSmH6qo7h","#EntrevistaRedUno 

Evo Morales must be tried and convicted of the crime of electoral fraud. I'm the only candidate who's ever brought a trial against him.

#PrimeroLaGente https://t.co/vcSmH6qo7h"
69,2020-09-28 16:30,"#EntrevistaRedUno 

¿Santa Cruz? 
-El corazón de Bolivia 
¿Always Ready? 
-El equipo del alma. 

#PrimeroLaGente https://t.co/CAr3O04gNz","#EntrevistaRedUno 

Santa Cruz? 
-The heart of Bolivia 
Always Ready? 
-The team of the soul. 

#PrimeroLaGente https://t.co/CAr3O04gNz"
70,2020-09-28 15:14,"#EntrevistaRedUno 

¿Cuál es mi relación con Santa Cruz? 
#PrimeroLaGente https://t.co/HFFouTqpYC","#EntrevistaRedUno 

What is my relationship with Santa Cruz? 
#PrimeroLaGente https://t.co/HFFouTqpYC"
71,2020-09-28 13:07,"#EntrevistaRedUno 

@GpedrazaM y yo queremos ser presidente y vicepresidente porque tenemos el conocimiento exacto de cuáles son los tres grandes problemas de #Bolivia: una crisis de salud, desempleo y corrupción. 
#PrimeroLaGente https://t.co/O41eWS7TsN","#EntrevistaRedUno 

@GpedrazaM and I want to be president and vice president because we have exactly the exact knowledge of #Bolivia's three major problems: a crisis of health, unemployment and corruption. 
#PrimeroLaGente https://t.co/O41eWS7TsN"
72,2020-09-28 02:39,@CPradoStrauss ¡Hermosa! Le mando un enorme abrazo. Gracias 💖,@CPradoStrauss beautiful! I'm sending you a huge hug. Thanks 💖
73,2020-09-28 01:40,"RT @GpedrazaM: @carlosdmesag Juntos aseguraremos la unidad y el desarrollo del país, rumbo a la victoria y a la unión de Oriente-Occidente…","RT @GpedrazaM: @carlosdmesag Together we will ensure the unity and development of the country, heading for the victory and union of east-west..."
74,2020-09-28 01:30,"Me siento muy orgulloso de mi compañero @GpedrazaM, Santa Cruz tendrá a un vicepresidente con credenciales excepcionales en el próximo gobierno.

Pedimos tu voto para derrotar al MAS en las urnas. ¡Hagamos historia! #MesaYPedraza #PrimeroLaGente https://t.co/wACLaUEi8U","I am very proud of my fellow @GpedrazaM, Santa Cruz will have a vice president with exceptional credentials in the next government.

We asked for your vote to defeat the MAS at the ballot box. Let's make history! #MesaYPedraza #PrimeroLaGente https://t.co/wACLaUEi8U"
75,2020-09-28 00:18,"#EnVivo por Uno Decide 2020 👉 https://t.co/1KD76GUoG6 
#MesaYPedraza #PrimeroLaGente https://t.co/qlHUvH66tJ","#EnVivo by One Decides 2020 👉 https://t.co/1KD76GUoG6 
#MesaYPedraza #PrimeroLaGente https://t.co/qlHUvH66tJ"
76,2020-09-27 23:36,"RT @GpedrazaM: Tenemos las mejores propuestas en salud, conócelas 👇
Una vez que le ganemos a la pandemia, se pondrá en marcha el tratamient…","RT @GpedrazaM: We have the best health proposals, know them 👇
Once we beat the pandemic, the treat will be launched while..."
77,2020-09-27 22:52,"En nuestro gobierno habrá cero tolerancia a la corrupción: 

✅Transparentaremos cada peso gastado en la lucha contra el coronavirus
✅Pondremos cámaras anticorrupción policial.

#MesaYPedraza 
#PrimeroLaGente https://t.co/lXaO81v0MC",
78,2020-09-27 22:33,"Conoce nuestro plan para salvar y crear nuevos empleos👇:

✅Apoyo directo a sectores productivos 
✅Créditos a microempresas
✅En empleos públicos se valorará el mérito y no el color político.
#MesaYPedraza #PrimeroLaGente https://t.co/Nz042sGBF6","Learn about our plan to save and create new jobs👇:

✅Apoyo direct to productive sectors 
✅Credits to micro-enterprises
✅In public jobs, merit will be valued and not political color.
#MesaYPedraza #PrimeroLaGente https://t.co/Nz042sGBF6"
79,2020-09-27 22:19,"Tenemos un plan de 4 puntos para enfrentar a la pandemia: 

✅Más personal médico 
✅Equipamiento
✅Pruebas gratuitas
✅Cuando la vacuna esté lista, llegará primero a los más necesitados
#MesaYPedraza #PrimeroLaGente https://t.co/EYT3tgqjsM","We have a 4-point plan to deal with the pandemic: 

✅More medical staff 
✅Equipment
✅Tests
✅ When the vaccine is ready, it will reach the neediest first
#MesaYPedraza #PrimeroLaGente https://t.co/EYT3tgqjsM"
